id,thai_name,english_name,scientific_name,order,family,category,origin_type,iucn_status,thai_zoos,highlight_notes
170,วอเตอร์บัค,Waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",แอนทีโลปชอบอยู่ใกล้น้ำ มีวงสีขาวรูปวงแหวนเด่นชัดบริเวณสะโพก
171,วอมแบทคอมมอน,Common Wombat,Vombatus ursinus,Diprotodontia,Vombatidae,สัตว์มีกระเป๋าหน้าท้อง,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่",สัตว์มีกระเป๋าหน้าท้องตัวกลมป้อม ขาสั้น ขุดโพรงใต้ดิน ถ่ายมูลเป็นก้อนสี่เหลี่ยมลูกเต๋าอันเป็นเอกลักษณ์
172,วอลลาบีคอแดง / วอลลาบีเผือก,Red-necked Wallaby (Bennett's Wallaby),Notamacropus rufogriseus,Diprotodontia,Macropodidae,สัตว์มีกระเป๋าหน้าท้อง,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",รูปร่างคล้ายจิงโจ้แต่ตัวเล็กกว่า มีทั้งสายพันธุ์สีเทาคอแดงและวอลลาบีเผือกตาแดงน่ารัก
173,วัวแดง,Banteng,Bos javanicus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, สวนสัตว์เชียงใหม่",วัวป่าหายาก ลำตัวสีน้ำตาลแดง มีวงก้นขาวคล้ายกระจก โครงการเพาะขยายพันธุ์ปล่อยคืนสู่ธรรมชาติ
174,วัวมัสค์ออกซ์,Muskox,Ovibos moschatus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เชียงใหม่ (นิทรรศการสัตว์ขั้วโลก),สัตว์เลี้ยงลูกด้วยนมเขตทุนดรา ขนยาวรุงรังเกือบจรดพื้น มีกลิ่นสาบเฉพาะตัว ตัวผู้มีโคนเขาหนาเชื่อมกัน
175,วัววาตูซี / อังโกเล,Ankole-Watusi,Bos taurus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี",วัวสายพันธุ์โบราณจากแอฟริกา มีเขาขนาดใหญ่โตมโหฬาร โคนเขากว้างช่วยระบายความร้อนในร่างกาย
176,วาฬนำร่องครีบสั้น,Short-finned Pilot Whale,Globicephala macrorhynchus,Cetartiodactyla,Delphinidae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สถานแสดงพันธุ์สัตว์น้ำระยอง, ศูนย์วิจัยทรัพยากรทางทะเลฯ ภูเก็ต",หัวกลมป้านคล้ายแตงโม ครีบหลังโค้งลาดเอียงไปด้านหลัง สีเทาเข้มเกือบดำ มีพฤติกรรมรวมฝูงผูกพันกันสูง
177,วาฬบรูด้า,Bryde's Whale,Balaenoptera edeni,Cetartiodactyla,Balaenopteridae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),LC / สงวนในไทย,"ศูนย์เรียนรู้ทรัพยากรทางทะเลฯ สมุทรสาคร, พิพิธภัณฑ์สัตว์น้ำบางแสน (นิทรรศการกระดูกจริง)",สัตว์ป่าสงวนของไทย อาศัยหากินปลากะตักในอ่าวไทยตอนบน อ้าปากฮุบเหยื่อเหนือน้ำเป็นภาพเอกลักษณ์
178,วาฬเพชฌฆาตดำ,False Killer Whale,Pseudorca crassidens,Cetartiodactyla,Delphinidae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),NT (ใกล้ถูกคุกคาม),"ศูนย์วิจัยทรัพยากรทางทะเลฯ ภูเก็ต / อ่าวไทย, สถานแสดงพันธุ์สัตว์น้ำระยอง",โลมาขนาดใหญ่ ลำตัวสีดำขลับทั้งตัว รูปร่างเพรียว ฟันทรงกรวยขนาดใหญ่ เป็นนักล่าที่รวมฝูงช่วยกันต้อนเหยื่อ
179,วาฬโอมูระ,Omura's Whale,Balaenoptera omurai,Cetartiodactyla,Balaenopteridae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),DD / สงวนในไทย,"สถานแสดงพันธุ์สัตว์น้ำภูเก็ต, พิพิธภัณฑ์ธรรมชาติวิทยา มช.",สัตว์ป่าสงวนลำดับที่ 19 ของไทย วาฬบาลีนขนาดกลางหายาก พบในทะเลอันดามัน มีสันเดี่ยวบนกะโหลก
180,วิลเดอบีสต์สีน้ำเงิน,Blue Wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",สัตว์อพยพชื่อดังแห่งทุ่งหญ้าเซเรนเกตี รูปร่างผสมระหว่างวัวกับม้า
181,สปริงบอก,Springbok,Antidorcas marsupialis,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",แอนทีโลปแอฟริกาใต้ มีพฤติกรรมกระโดดตัวลอยสูงสี่ขาพร้อมกัน (Pronking)
182,สมเสร็จมลายู,Malayan Tapir,Tapirus indicus,Perissodactyla,Tapiridae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา",สัตว์ป่าสงวนของไทย ลำตัวสีขาว-ดำแบ่งครึ่งชัดเจน ลูกแรกเกิดมีลายจุดแต้มคล้ายแตงไทย
183,สมเสร็จอเมริกาใต้ / สมเสร็จลุ่มน้ำ,South American Tapir (Lowland Tapir),Tapirus terrestris,Perissodactyla,Tapiridae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",ลำตัวสีน้ำตาลเข้มตลอดตัว มีแผงขนสั้นตั้งตรงจากท้ายทอยลงมาตามสันคอ จมูกงวงสั้นกว่าสมเสร็จมลายู
184,สลอธสองนิ้ว,Linnaeus's Two-toed Sloth,Choloepus didactylus,Pilosa,Choloepodidae,สัตว์ฟันแทะและสัตว์เลี้ยงลูกด้วยนมโบราณ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์ขอนแก่น, ซาฟารีเวิลด์",สัตว์เคลื่อนไหวช้าที่สุดในโลก ห้อยหัวอยู่บนกิ่งไม้เกือบตลอดชีวิต มีสองนิ้วที่เท้าหน้า
185,สิงโตขาว,White Lion,Panthera leo krugeri (Leucistic),Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (สปีชีส์แม่),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, สวนสัตว์ขอนแก่น",สิงโตที่มีการกลายพันธุ์ของยีนสีขนขาวนวล (Leucism) ไม่ใช่สัตว์เผือกแท้ สง่างามและดึงดูดนักท่องเที่ยว
186,สิงโตแอฟริกา,African Lion,Panthera leo,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, สวนสัตว์เชียงใหม่, สวนสัตว์ขอนแก่น, ซาฟารีเวิลด์",เจ้าป่า อยู่รวมกันเป็นฝูง มีทั้งสิงโตขนสีทองและสิงโตขาว (White Lion)
187,เสือคูการ์ / เสือพูมา,Cougar (Puma / Mountain Lion),Puma concolor,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"เชียงใหม่ไนท์ซาฟารี, สวนสัตว์เชียงใหม่",สิงโตภูเขาแห่งทวีปอเมริกา กระโดดได้ไกลและสูงมาก เสียงคำรามคล้ายเสียงกรีดร้องของมนุษย์
188,เสือโคร่งไซบีเรีย / เสือโคร่งอามูร์,Siberian Tiger (Amur Tiger),Panthera tigris altaica,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"เชียงใหม่ไนท์ซาฟารี, ซาฟารีเวิลด์",เสือโคร่งสายพันธุ์ที่มีขนาดใหญ่ที่สุดในโลก ขนหนานุ่มเพื่อทนต่อสภาพอากาศหนาวเย็นจัดในไซบีเรีย
189,เสือโคร่งเบงกอล,Bengal Tiger,Panthera tigris tigris,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, เชียงใหม่ไนท์ซาฟารี",เสือโคร่งขนาดใหญ่ รวมถึงเสือโคร่งขาว (White Tiger) ยอดนิยมในสวนสัตว์
190,เสือโคร่งอินโดจีน,Indochinese Tiger,Panthera tigris corbetti,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, สวนสัตว์เชียงใหม่, เขตรักษาพันธุ์สัตว์ป่าห้วยขาแข้ง",เสือโคร่งประจำถิ่นไทย ห้วยขาแข้งเป็นแหล่งพันธุกรรมเสือโคร่งธรรมชาติที่สำคัญที่สุดในเอเชียตะวันออกเฉียงใต้
191,เสือจากัวร์,Jaguar,Panthera onca,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),NT (ใกล้ถูกคุกคาม),"เชียงใหม่ไนท์ซาฟารี, สวนสัตว์เปิดเขาเขียว",แมวยักษ์ที่ใหญ่ที่สุดในทวีปอเมริกา กรามบดกะโหลกเต่าและจระเข้เคแมนได้ ลายขยุ้มตีนหมามีจุดตรงกลาง
192,เสือจากัวรันดี,Jaguarundi,Herpailurus yagouaroundi,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"เชียงใหม่ไนท์ซาฟารี, สวนสัตว์เปิดเขาเขียว",แมวป่าอเมริกาใต้รูปร่างเพรียวยาว คอสั้น ขาสั้น ลำตัวสีเดียวคล้ายนากหรือเพียงพอน
193,เสือชีตาห์,Cheetah,Acinonyx jubatus,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี",สัตว์บกที่วิ่งเร็วที่สุดในโลก มีเส้นสีดำพาดจากหัวตาลงมาที่มุมปากคล้ายคราบน้ำตา
194,เสือดาว / เสือดำ,Leopard / Black Panther,Panthera pardus,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา",เสือดาวและเสือดำเป็นชนิดเดียวกัน (Melanism) เชี่ยวชาญการปีนต้นไม้และลากเหยื่อขึ้นที่สูง
195,เสือปลา,Fishing Cat,Prionailurus viverrinus,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา, อุทยานแห่งชาติเขาสามร้อยยอด",แมวป่าผู้เชี่ยวชาญการว่ายน้ำและดำน้ำจับปลา นิ้วเท้ามีพังผืดช่วยพุ้ยน้ำ อาศัยตามป่าชายเลนและบึงน้ำ
196,เสือไฟ,Asian Golden Cat,Catopuma temminckii,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),NT (ใกล้ถูกคุกคาม),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา",แมวป่าหายาก ขนสีน้ำตาลแดงหรือทอง มีความเชื่อโบราณเกี่ยวกับขนนำโชค
197,เสือลายเมฆ,Clouded Leopard,Neofelis nebulosa,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา, สวนสัตว์นครราชสีมา",สัตว์ป่าสงวนของไทย ลายก้อนเมฆขนาดใหญ่ เขี้ยวแหลมยาวเมื่อเทียบสัดส่วนหัว หางยาวช่วยทรงตัว
198,หนูแกสบี้ / หนูตะเภา,Guinea Pig,Cavia porcellus,Rodentia,Caviidae,สัตว์ฟันแทะ,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา",สัตว์ฟันแทะเชื่อง ส่งเสียงร้องวิ้ดๆ สื่อสาร จุดให้อาหารยอดนิยมในโซนเด็กของทุกสวนสัตว์
199,หนูผีบ้าน / หนูผีแก้มขาว,Asian House Shrew,Suncus murinus,Eulipotyphla,Soricidae,สัตว์ฟันแทะและสัตว์เลี้ยงลูกด้วยนมโบราณ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา",สัตว์กินแมลงขนาดเล็ก ปากแหลมยาว ตาเล็ก มีต่อมกลิ่นสาบขู่ศัตรู ช่วยกำจัดแมลงสาบและแมลงศัตรูพืช
200,หนูยักษ์แกมเบีย,Gambian Pouched Rat,Cricetomys gambianus,Rodentia,Nesomyidae,สัตว์ฟันแทะ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เปิดเขาเขียว (โซนสาธิตการดมกลิ่น),หนูยักษ์แอฟริกามีกระพุ้งแก้มใส่ของ ฉลาดและมีประสาทรับกลิ่นเป็นเลิศ ได้รับการฝึกดมตรวจกับระเบิด
201,หมาจิ้งจอกแดง,Red Fox,Vulpes vulpes,Carnivora,Canidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, สวนสัตว์เปิดเขาเขียว",หมาจิ้งจอกที่กระจายพันธุ์กว้างขวางที่สุดในโลก ขนสีแดงส้ม ปลายหางพู่ขาว ฉลาดและปรับตัวเก่ง
202,หมาจิ้งจอกทอง,Golden Jackal,Canis aureus,Carnivora,Canidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา",หมาจิ้งจอกสายพันธุ์เดียวที่พบในประเทศไทย ขนสีน้ำตาลทองปนเทา ร้องหอนโหยหวนยามค่ำคืน
203,หมาจิ้งจอกอาร์กติก,Arctic Fox,Vulpes lagopus,Carnivora,Canidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เชียงใหม่ (โซน Snow Dome / สัตว์ขั้วโลก),ขนสีขาวบริสุทธิ์หนานุ่มในฤดูหนาว ทนทานอุณหภูมิต่ำกว่าลบ 50 องศาเซลเซียสได้อย่างสบาย
204,หมาใน,Dhole (Asian Wild Dog),Cuon alpinus,Carnivora,Canidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์ขอนแก่น",หมาป่าสีแดงประจำถิ่นไทย ล่าเหยื่อเป็นฝูงอย่างมีระบบ มีความสำคัญต่อระบบนิเวศป่าไม้
205,หมาป่าดิงโก,Dingo,Canis lupus dingo,Carnivora,Canidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),สวนสัตว์เปิดเขาเขียว,สุนัขป่าพื้นเมืองแห่งทวีปออสเตรเลีย ไม่เห่าเหมือนสุนัขบ้านแต่จะส่งเสียงหอนโหยหวน ล่าสัตว์ขนาดเล็กและจิงโจ้
206,หมาป่าแมนด์วูล์ฟ / หมาป่าเคราขาว,Maned Wolf,Chrysocyon brachyurus,Carnivora,Canidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),NT (ใกล้ถูกคุกคาม),สวนสัตว์เปิดเขาเขียว,สุนัขป่าขายาวเก้งก้างแห่งอเมริกาใต้ ลำตัวสีส้มแดง แผงคอยาวสีดำ ส่งกลิ่นหอมเฉพาะตัวคล้ายสมุนไพร
207,หมาป่าแร็กคูน,Raccoon Dog (Tanuki),Nyctereutes procyonoides,Carnivora,Canidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, สวนสัตว์เปิดเขาเขียว",สัตว์ตระกูลสุนัขที่มีแต้มรอบดวงตาคล้ายแร็กคูน สามารถจำศีลในฤดูหนาวและปีนป่ายต้นไม้ได้
208,หมาป่าสีเทา,Gray Wolf,Canis lupus,Carnivora,Canidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, เชียงใหม่ไนท์ซาฟารี",บรรพบุรุษของสุนัขบ้าน ล่าเหยื่อเป็นฝูงตามลำดับชั้นจ่าฝูง (Alpha) มีเสียงหอนสื่อสารระยะไกล
209,หมาป่าแอฟริกา,African Wild Dog,Lycaon pictus,Carnivora,Canidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, สวนสัตว์นครราชสีมา",หมาป่าลายแต้มหลากสี หูรูปพัดขนาดใหญ่ นักล่าที่มีอัตราความสำเร็จในการล่าสูงที่สุดในแอฟริกา
210,หมาไม้หลังเหลือง / หมาไม้,Yellow-throated Marten,Martes flavigula,Carnivora,Mustelidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สถานีเพาะเลี้ยงสัตว์ป่าเขาสอยดาว",สัตว์ตระกูลเพียงพอนขนาดใหญ่ คอและอกสีเหลืองสด ลำตัวสีน้ำตาล ว่องไวมากบนต้นไม้และล่ากวางวัยอ่อนได้
211,หมาหริ่งพม่า / หมูหริ่งพม่า,Burmese Ferret-badger,Melogale personata,Carnivora,Mustelidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, สวนสัตว์เชียงใหม่",จมูกยาวเรียวคล้ายกรวย ใบหน้ามีลวดลายแต้มขาวดำคล้ายหน้ากาก หากินไส้เดือน หอย และแมลงยามค่ำคืน
212,หมีขอ / บินตุรง,Binturong (Bearcat),Arctictis binturong,Carnivora,Viverridae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา, ซาฟารีเวิลด์",ขนสีดำหยาบ หางยาวแข็งแรงสามารถใช้ยึดจับกิ่งไม้ได้ มีกลิ่นหอมเฉพาะตัวคล้ายข้าวโพดคั่วเนย
213,หมีควาย,Asian Black Bear,Ursus thibetanus,Carnivora,Ursidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา, สวนสัตว์ขอนแก่น",หมีขนาดใหญ่ ขนสีดำสนิท มีแถบขนสีขาวรูปตัว V ที่หน้าอก
214,หมีสีน้ำตาล / หมีกริซลี,Brown Bear,Ursus arctos,Carnivora,Ursidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"เชียงใหม่ไนท์ซาฟารี, สวนสัตว์เชียงใหม่",หมีขนาดใหญ่ที่สุดชนิดหนึ่งของโลก อุ้งเล็บยาวทรงพลัง มีโหนกกล้ามเนื้อหลังคอเด่นชัด
215,หมีหมา / หมีคน,Malayan Sun Bear,Helarctos malayanus,Carnivora,Ursidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา, สวนสัตว์อุบลราชธานี",หมีขนาดเล็กที่สุดในโลก ลิ้นยาวมากสำหรับเลียน้ำผึ้งและปลวก มีลายเกือกม้าสีครีมที่อก
216,หมูป่า,Wild Boar,Sus scrofa,Artiodactyla,Suidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา",บรรพบุรุษของหมูบ้าน เขี้ยวยื่นยาว ลุยป่าหากินหัวพืชและรากไม้
217,หมูป่าแม่น้ำสีแดง,Red River Hog,Potamochoerus porcus,Artiodactyla,Suidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",หมูป่าแอฟริกาสีสันสดใส ขนสีส้มแดง ปลายหูมีพู่ขนยาวขาวน่ารัก
218,หมูป่าหน้าหูด / วอร์ทฮอก,Common Warthog,Phacochoerus africanus,Artiodactyla,Suidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี",หมูป่าแอฟริกาที่มีเขี้ยวโค้งงอสวยงาม มีปุ่มหูด 4 ปุ่มบนใบหน้า เวลาวิ่งจะชูหางชี้ฟ้าตรงแน่ว
219,หมูหริ่ง,Greater Hog Badger,Arctonyx collaris,Carnivora,Mustelidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา",จมูกคล้ายหมู กรงเล็บหน้าโค้งยาวสำหรับขุดดินหากินไส้เดือนและแมลง
220,อ้นเล็ก,Lesser Bamboo Rat,Cannomys badius,Rodentia,Spalacidae,สัตว์ฟันแทะ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา",ขนาดเล็กกว่าอ้นใหญ่ ตาและหูเล็กมาก ขุดรูใต้ดินตามกอไผ่ในป่าดิบแล้งและป่าเบญจพรรณ
221,อ้นใหญ่,Large Bamboo Rat,Rhizomys sumatrensis,Rodentia,Spalacidae,สัตว์ฟันแทะ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่",สัตว์ฟันแทะขนาดใหญ่ หนักได้ถึง 3-4 กก. ฟันแทะสีส้มยื่นยาว กัดแทะหน่อไม้และรากไผ่เป็นอาหารหลัก
222,ออริกซ์ซิมีทาร์,Scimitar-horned Oryx,Oryx dammah,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์ - เคยสูญพันธุ์ในธรรมชาติ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",เขายาวโค้งไปข้างหลังคล้ายดาบโค้งอาหรับ ได้รับการฟื้นฟูกลับคืนสู่ป่าแอฟริกา
223,อัลปากา,Alpaca,Vicugna pacos,Artiodactyla,Camelidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"สวนสัตว์เชียงใหม่, สวนสัตว์เปิดเขาเขียว, สวนสัตว์โบนันซ่า เขาใหญ่, อัลปาก้าฮิลล์ ราชบุรี",ขนหนานุ่มคุณภาพสูง นิสัยสุภาพเป็นมิตร ได้รับความนิยมสูงในสวนสัตว์และฟาร์มท่องเที่ยว
224,อาร์มาดิลโล 6 แถบ,Six-banded Armadillo,Euphractus sexcinctus,Cingulata,Chlamyphoridae,สัตว์ฟันแทะและสัตว์เลี้ยงลูกด้วยนมโบราณ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",เกราะกระดูกหุ้มลำตัวแบ่งเป็น 6 ข้อพับ ขุดดินว่องไว กินแมลงและซากพืช
